	id	doi	title	year	journal	publisher	resulting_publication_doi	pmid	pmcid	type	date	date_online	date_print	open_access_categories_v2	categories	field_citation_ratio	times_cited	relative_citation_ratio	altmetrics_score	altmetrics_id
85	pub.1129135257	10.1007/s00347-020-01140-3	Graefe-Jahr 2020	2020	Der Ophthalmologe	Springer Nature		32647980		article	2020-07-09	2020-07-09	2020-07	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1109', '1113'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3120', 'code': '1109', 'name': 'Neurosciences'},
       {'id': '3153', 'code': '1113', 'name': 'Ophthalmology and Optometry'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0			
86	pub.1129306817	10.1007/s42451-020-00210-9	Erratum zu: SARS-CoV-2/COVID-19 und neuromuskuläre Erkrankungen	2020	DGNeurologie	Springer Nature			7357432	article	2020-07-13	2020-07-13	2020-09	['closed']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		0			
87	pub.1129362640	10.1101/2020.07.12.20151407	Novel surrogate virus neutralization test reveals low serum neutralizing anti-SARS-CoV-2-S antibodies levels in mildly affected COVID-19 convalescents	2020	medRxiv	Cold Spring Harbor Laboratory				preprint	2020-07-14	2020-07-14		['oa_all' 'green']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Clinical Research',
       'Emerging Infectious Diseases', 'Infectious Diseases',
       'Pneumonia & Influenza', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		6		3.0	94371871
88	pub.1129579425	10.2139/ssrn.3751051	Dynamics of B-Cell Repertoires and Emergence of Cross-Reactive Responses in COVID-19 Patients with Different Disease Severity	2020	SSRN Electronic Journal	Elsevier		32699813		preprint	2020-07-14	2020-07-14		['oa_all' 'green']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'}], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Biotechnology', 'Biodefense', 'Emerging Infectious Diseases',
       'Immunization', 'Infectious Diseases', 'Prevention',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '338', 'value': 'Biotechnology'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '531', 'value': 'Immunization'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		2			
89	pub.1129330280	10.1177/1352458520941485	COVID-19 in people with multiple sclerosis: A global data sharing initiative	2020	Multiple Sclerosis Journal	SAGE Publications		32662757	7361123	article	2020-07-14	2020-07-14	2020-09	['oa_all' 'hybrid']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1109'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3120', 'code': '1109', 'name': 'Neurosciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Neurological'], dtype=object), 'full': array([{'id': '897', 'value': 'Neurological'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Neurosciences', 'Multiple Sclerosis', 'Autoimmune Disease',
       'Brain Disorders', 'Clinical Research', 'Neurodegenerative'],
      dtype=object), 'full': array([{'id': '387', 'value': 'Neurosciences'},
       {'id': '460', 'value': 'Multiple Sclerosis'},
       {'id': '496', 'value': 'Autoimmune Disease'},
       {'id': '501', 'value': 'Brain Disorders'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '542', 'value': 'Neurodegenerative'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		19		23.0	85805447
90	pub.1129386398	10.1136/annrheumdis-2020-218491	Repeated false-negative tests delayed diagnosis of COVID-19 in a case with granulomatosis with polyangiitis under maintenance therapy with rituximab and concomitant influenza pneumonia	2020	Annals of the Rheumatic Diseases	BMJ		32669300		article	2020-07-15	2020-07-15	2020-07-15	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1107', '1117'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3103', 'code': '1107', 'name': 'Immunology'},
       {'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		5		2.0	85849672
91	pub.1129392550	10.1101/2020.07.13.20153114	Dynamics of B-cell repertoires and emergence of cross-reactive responses in COVID-19 patients with different disease severity	2020	medRxiv	Cold Spring Harbor Laboratory		32699862		preprint	2020-07-15	2020-07-15		['oa_all' 'green']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'}], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Biotechnology', 'Biodefense', 'Emerging Infectious Diseases',
       'Immunization', 'Infectious Diseases', 'Prevention',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '338', 'value': 'Biotechnology'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '531', 'value': 'Immunization'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		2		6.0	85842849
92	pub.1129381955	10.21203/rs.3.rs-38496/v1	Functional comparison of MERS-coronavirus lineages reveals increased zoonotic potential of the recombinant lineage 5	2020	Research Square	Research Square				preprint	2020-07-15	2020-07-15		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1', '2.2'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'},
       {'id': '10202', 'code': '2.2', 'name': 'Factors relating to the physical environment'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Biotechnology', 'Lung', 'Biodefense',
       'Emerging Infectious Diseases', 'Genetics', 'Infectious Diseases',
       'Pneumonia & Influenza', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '338', 'value': 'Biotechnology'},
       {'id': '410', 'value': 'Lung'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '526', 'value': 'Genetics'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		0		8.0	88006715
93	pub.1129411242	10.1007/s00392-020-01703-z	Impact of COVID-19 outbreak on regional STEMI care in Germany	2020	Clinical Research in Cardiology	Springer Nature		32676681	7364412	article	2020-07-16	2020-07-16	2020-12	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Health services & systems'], dtype=object), 'full': array([{'id': '3902', 'value': 'Health services & systems'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Health Services', 'Clinical Research', 'Patient Safety'],
      dtype=object), 'full': array([{'id': '443', 'value': 'Health Services'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '546', 'value': 'Patient Safety'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		18		11.0	86028132
94	pub.1129480028	10.1101/2020.07.16.206458	Identification of SARS-CoV2-mediated suppression of NRF2 signaling reveals a potent antiviral and anti-inflammatory activity of 4-octyl-itaconate and dimethyl fumarate	2020	bioRxiv	Cold Spring Harbor Laboratory	10.1038/s41467-020-18764-3			preprint	2020-07-17	2020-07-17		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1', '5.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'},
       {'id': '10501', 'code': '5.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Clinical Research', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Prevention', 'Rare Diseases',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '559', 'value': 'Rare Diseases'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		1		6.0	86009481
95	pub.1129486798	10.1111/aor.13754	Blood purification during valve surgery for endocarditis in an adolescent	2020	Artificial Organs	Wiley		32686097		article	2020-07-20	2020-07-20	2021-01	['closed']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['09', '11'], dtype=object), 'full': array([{'id': '2209', 'code': '09', 'name': 'Engineering'},
       {'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0903', '1103'], dtype=object), 'full': array([{'id': '2837', 'code': '0903', 'name': 'Biomedical Engineering'},
       {'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0			
96	pub.1129483516	10.1038/s41559-020-1262-y	Integrating agroecological production in a robust post-2020 Global Biodiversity Framework	2020	Nature Ecology & Evolution	Springer Nature		32690908		article	2020-07-20	2020-07-20	2020-09	['oa_all' 'bronze']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		10		204.0	86141528
97	pub.1129507005	10.1101/2020.07.18.210013	The folate antagonist methotrexate diminishes replication of the coronavirus SARS-CoV-2 and enhances the antiviral efficacy of remdesivir in cell culture models	2020	bioRxiv	Cold Spring Harbor Laboratory				preprint	2020-07-20	2020-07-20		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['5.1', '6.1'], dtype=object), 'full': array([{'id': '10501', 'code': '5.1', 'name': 'Pharmaceuticals'},
       {'id': '10601', 'code': '6.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Cancer',
       'Emerging Infectious Diseases', 'Infectious Diseases',
       'Patient Safety', 'Pneumonia & Influenza', 'Prevention',
       'Rare Diseases', 'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '503', 'value': 'Cancer'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '546', 'value': 'Patient Safety'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '559', 'value': 'Rare Diseases'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		4		6.0	86150150
98	pub.1129540973	10.1159/000509655	Transcranial Direct Current Stimulation in the Treatment of Facial Pain	2020		Karger Publishers		32694260		chapter	2020-07-21	2020-07-21	2020	['closed']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1109'], dtype=object), 'full': array([{'id': '3120', 'code': '1109', 'name': 'Neurosciences'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Clinical'], dtype=object), 'full': array([{'id': '3901', 'value': 'Clinical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Neurological'], dtype=object), 'full': array([{'id': '897', 'value': 'Neurological'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Neurosciences', 'Pain Research', 'Chronic Pain',
       'Brain Disorders', 'Peripheral Neuropathy'], dtype=object), 'full': array([{'id': '387', 'value': 'Neurosciences'},
       {'id': '397', 'value': 'Pain Research'},
       {'id': '421', 'value': 'Chronic Pain'},
       {'id': '501', 'value': 'Brain Disorders'},
       {'id': '553', 'value': 'Peripheral Neuropathy'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A04'], dtype=object), 'full': array([{'id': '30004', 'code': 'A04', 'name': 'Psychology, Psychiatry and Neuroscience'}],
      dtype=object)}}"		0		1.0	86433709
99	pub.1128226593	10.1002/mds.28178	Reply to: SARS‐CoV‐2 as a Potential Trigger of Neurodegenerative Diseases	2020	Movement Disorders	Wiley		32502289	7300978	article	2020-07-21	2020-07-21	2020-07	['oa_all' 'hybrid']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1106', '1109'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3097', 'code': '1106', 'name': 'Human Movement and Sports Science'},
       {'id': '3120', 'code': '1109', 'name': 'Neurosciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0		10.0	83562837
100	pub.1129535099	10.1038/s41586-020-2575-3	Chloroquine does not inhibit infection of human lung cells with SARS-CoV-2	2020	Nature	Springer Nature		32698190		article	2020-07-22	2020-07-22	2020-09-24	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['5.1'], dtype=object), 'full': array([{'id': '10501', 'code': '5.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': {'codes': array(['5.3'], dtype=object), 'full': array([{'id': '3767', 'code': '5.3', 'name': 'Systemic Therapies - Discovery and Development'}],
      dtype=object)}, 'icrp_ct_v1': {'values': array(['Lung Cancer'], dtype=object), 'full': array([{'id': '3809', 'value': 'Lung Cancer'}], dtype=object)}, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Pneumonia & Influenza', 'Prevention',
       'Rare Diseases', 'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '559', 'value': 'Rare Diseases'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		167		2584.0	86232179
101	pub.1129567644	10.1007/978-3-030-43127-3_16	Epilogue: Critical Care During a Pandemic – A Shift from Deontology to Utilitarianism?	2020		Springer Nature			7980823	chapter	2020-07-23	2020-07-23	2020	['closed']	"{'bra_v1': {'values': array(['Health Services Research'], dtype=object), 'full': array([{'id': '4002', 'value': 'Health Services Research'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Health services & systems'], dtype=object), 'full': array([{'id': '3902', 'value': 'Health services & systems'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Generic health relevance'], dtype=object), 'full': array([{'id': '890', 'value': 'Generic health relevance'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A02'], dtype=object), 'full': array([{'id': '30002', 'code': 'A02', 'name': 'Public Health, Health Services and Primary Care'}],
      dtype=object)}}"		2			
102	pub.1129571738	10.1038/s41564-020-0769-y	LY6E impairs coronavirus fusion and confers immune control of viral disease	2020	Nature Microbiology	Springer Nature		32704094	7916999	article	2020-07-23	2020-07-23	2020-11	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107', '1108'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'},
       {'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection', 'Inflammatory and immune system'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'},
       {'id': '903', 'value': 'Inflammatory and immune system'}],
      dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Biotechnology', 'Lung', 'Pneumonia', 'Biodefense',
       'Emerging Infectious Diseases', 'Infectious Diseases',
       'Pneumonia & Influenza', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '338', 'value': 'Biotechnology'},
       {'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		43		259.0	86298947
