	id	full_name	affiliation_name	affiliation_city	affiliation_country	affiliation_id
2852	pub.1133882352	j_bartek	Karolinska Institute	Stockholm	Sweden	grid.4714.6
2853	pub.1133882352	a_papantonis	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2854	pub.1133882352	v_gorgoulis	National and Kapodistrian University of Athens	Athens	Greece	grid.5216.0
2855	pub.1134000714	k_kurze	Andrássy University Budapest	Budapest	Hungary	grid.445630.0
2856	pub.1134035248	g_lotta	Fundação Getulio Vargas	Rio de Janeiro	Brazil	grid.452413.5
2857	pub.1134035248	e_kuhlmann	University of Göttingen	Göttingen	Germany	grid.7450.6
2858	pub.1134044324	f_tea	Children's Hospital at Westmead	Sydney	Australia	grid.413973.b
2859	pub.1134044324	a_stella	UNSW Sydney	Sydney	Australia	grid.1005.4
2860	pub.1134044324	a_aggarwal	UNSW Sydney	Sydney	Australia	grid.1005.4
2861	pub.1134044324	d_darley	UNSW Sydney	Sydney	Australia	grid.1005.4
2862	pub.1134044324	d_pilli	Children's Hospital at Westmead	Sydney	Australia	grid.413973.b
2863	pub.1134044324	d_vitale	Westmead Institute for Medical Research	Sydney	Australia	grid.452919.2
2864	pub.1134044324	v_merheb	Children's Hospital at Westmead	Sydney	Australia	grid.413973.b
2865	pub.1134044324	f_lee	Children's Hospital at Westmead	Sydney	Australia	grid.413973.b
2866	pub.1134044324	d_brown	Westmead Institute for Medical Research	Sydney	Australia	grid.452919.2
2867	pub.1134044324	v_mathivanan	UNSW Sydney	Sydney	Australia	grid.1005.4
2868	pub.1134044324	m_hoffman	University of Göttingen	Göttingen	Germany	grid.7450.6
2869	pub.1134044324	s_poehlmann	German Primate Center	Göttingen	Germany	grid.418215.b
2870	pub.1134044324	d_dwyer	University of Sydney	Sydney	Australia	grid.1013.3
2871	pub.1134044324	r_rockett	University of Sydney	Sydney	Australia	grid.1013.3
2872	pub.1134044324	v_sintchenko	University of Sydney	Sydney	Australia	grid.1013.3
2873	pub.1134044324	v_hoad	Australian Red Cross Lifeblood	Sydney	Australia	grid.420118.e
2874	pub.1134044324	d_irving	University of Technology Sydney	Sydney	Australia	grid.117476.2
2875	pub.1134044324	g_dore	UNSW Sydney	Sydney	Australia	grid.1005.4
2876	pub.1134044324	i_gosbell	Western Sydney University	Richmond	Australia	grid.1029.a
2877	pub.1134044324	a_kelleher	UNSW Sydney	Sydney	Australia	grid.1005.4
2878	pub.1134044324	g_matthews	UNSW Sydney	Sydney	Australia	grid.1005.4
2879	pub.1134044324	f_brilot	University of Sydney	Sydney	Australia	grid.1013.3
2880	pub.1134044324	s_turville	UNSW Sydney	Sydney	Australia	grid.1005.4
2881	pub.1134156033	j_schlueter	University of Göttingen	Göttingen	Germany	grid.7450.6
2882	pub.1134156033	a_bossert	University of Göttingen	Göttingen	Germany	grid.7450.6
2883	pub.1134156033	p_roessy	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
2884	pub.1134156033	m_kersting	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
2885	pub.1134191518	m_anker	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
2886	pub.1134191518	u_landmesser	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
2887	pub.1134191518	s_haehling	German Centre for Cardiovascular Research	Berlin	Germany	grid.452396.f
2888	pub.1134191518	j_butler	University of Mississippi Medical Center	Jackson	United States	grid.410721.1
2889	pub.1134191518	a_coats	University of Warwick	Coventry	United Kingdom	grid.7372.1
2890	pub.1134191518	s_anker	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
2891	pub.1134274782	j_buentzel	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2892	pub.1134274782	o_micke	Francis Hospital	Bielefeld	Germany	grid.415033.0
2893	pub.1134274782	m_klein	Jena University Hospital	Jena	Germany	grid.275559.9
2894	pub.1134274782	s_walter	German Cancer Society	Berlin	Germany	grid.489540.4
2895	pub.1134274782	c_keinki	Jena University Hospital	Jena	Germany	grid.275559.9
2896	pub.1134274782	j_huebner	German Cancer Society	Berlin	Germany	grid.489540.4
2897	pub.1134294393	a_gallemí-pérez	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
2898	pub.1134294393	v_chávez-medina	University of Göttingen	Göttingen	Germany	grid.7450.6
2899	pub.1134385780	s_hakroush	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2900	pub.1134385780	b_tampe	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2901	pub.1134391163	p_bittihn	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
2902	pub.1134391163	l_hupe	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
2903	pub.1134391163	j_isensee	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
2904	pub.1134391163	r_golestanian	University of Oxford	Oxford	United Kingdom	grid.4991.5
2905	pub.1134394691	s_kasab	Medical University of South Carolina	Charleston	United States	grid.259828.c
2906	pub.1134394691	e_almallouhi	Medical University of South Carolina	Charleston	United States	grid.259828.c
2907	pub.1134394691	a_alawieh	Emory University	Atlanta	United States	grid.189967.8
2908	pub.1134394691	p_jabbour	Thomas Jefferson University Hospital	Philadelphia	United States	grid.412726.4
2909	pub.1134394691	a_sweid	Thomas Jefferson University Hospital	Philadelphia	United States	grid.412726.4
2910	pub.1134394691	r_starke	University of Miami	Coral Gables	United States	grid.26790.3a
2911	pub.1134394691	v_saini	University of Miami	Coral Gables	United States	grid.26790.3a
2912	pub.1134394691	s_wolfe	Wake Forest University	Winston-Salem	United States	grid.241167.7
2913	pub.1134394691	k_fargen	Wake Forest University	Winston-Salem	United States	grid.241167.7
2914	pub.1134394691	a_arthur	University of Tennessee Health Science Center	Memphis	United States	grid.267301.1
2915	pub.1134394691	n_goyal	University of Tennessee Health Science Center	Memphis	United States	grid.267301.1
2916	pub.1134394691	a_pandhi	University of Tennessee Health Science Center	Memphis	United States	grid.267301.1
2917	pub.1134394691	i_maier	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2918	pub.1134394691	j_grossberg	Emory University	Atlanta	United States	grid.189967.8
2919	pub.1134394691	b_howard	Emory University	Atlanta	United States	grid.189967.8
2920	pub.1134394691	s_tjoumakaris	Thomas Jefferson University Hospital	Philadelphia	United States	grid.412726.4
2921	pub.1134394691	a_rai	West Virginia University	Morgantown	United States	grid.268154.c
2922	pub.1134394691	m_park	University of Virginia	Charlottesville	United States	grid.27755.32
2923	pub.1134394691	j_mascitelli	The University of Texas Health Science Center at San Antonio	San Antonio	United States	grid.267309.9
2924	pub.1134394691	m_psychogios	University Hospital of Basel	Basel	Switzerland	grid.410567.1
2925	pub.1134394691	a_spiotta	Medical University of South Carolina	Charleston	United States	grid.259828.c
2926	pub.1134408786	a_doerschug	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2927	pub.1134408786	j_schwanbeck	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2928	pub.1134408786	a_hahn	University of Rostock	Rostock	Germany	grid.10493.3f
2929	pub.1134408786	a_hillebrecht	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2930	pub.1134408786	s_blaschke	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2931	pub.1134408786	k_mese	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2932	pub.1134408786	u_gross	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2933	pub.1134408786	s_dierks	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2934	pub.1134408786	h_frickmann	Bundeswehrkrankenhaus	Hamburg	Germany	grid.452235.7
2935	pub.1134408786	a_zautner	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2936	pub.1134421067	d_tampe	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2937	pub.1134421067	m_winkler	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2938	pub.1134421067	p_korsten	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2939	pub.1134421067	s_hakroush	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2940	pub.1134421067	o_moerer	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2941	pub.1134421067	b_tampe	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2942	pub.1134445536	k_szajek	Kantonsspital Graubünden	Chur	Switzerland	grid.452286.f
2943	pub.1134445536	m_kajdi	Kantonsspital Graubünden	Chur	Switzerland	grid.452286.f
2944	pub.1134445536	v_luyckx	Kantonsspital Graubünden	Chur	Switzerland	grid.452286.f
2945	pub.1134445536	t_fehr	Kantonsspital Graubünden	Chur	Switzerland	grid.452286.f
2946	pub.1134445536	a_gaspert	University Hospital of Zurich	Zurich	Switzerland	grid.412004.3
2947	pub.1134445536	a_cusini	Kantonsspital Graubünden	Chur	Switzerland	grid.452286.f
2948	pub.1134445536	k_hohloch	Kantonsspital Graubünden	Chur	Switzerland	grid.452286.f
2949	pub.1134445536	p_grosse	Kantonsspital Graubünden	Chur	Switzerland	grid.452286.f
2950	pub.1134472917	h_thiele	Leipzig University	Leipzig	Germany	grid.9647.c
2951	pub.1134472917	a_freund	Leipzig University	Leipzig	Germany	grid.9647.c
2952	pub.1134472917	m_gimenez	Leipzig University	Leipzig	Germany	grid.9647.c
2953	pub.1134472917	i_akin	University Medical Centre Mannheim	Mannheim	Germany	grid.411778.c
2954	pub.1134472917	j_poess	Leipzig University	Leipzig	Germany	grid.9647.c
2955	pub.1134472917	h_feistritzer	Leipzig University	Leipzig	Germany	grid.9647.c
2956	pub.1134472917	h_nef	Universitätsklinikum Gießen und Marburg	Giessen	Germany	grid.411067.5
2957	pub.1134472917	c_hamm	Universitätsklinikum Gießen und Marburg	Giessen	Germany	grid.411067.5
2958	pub.1134472917	p_schulze	Jena University Hospital	Jena	Germany	grid.275559.9
2959	pub.1134472917	i_voigt	Elisabeth-Krankenhaus Essen	Essen	Germany	grid.477277.6
2960	pub.1134472917	p_nordbeck	University Hospital Würzburg	Wurzburg	Germany	grid.411760.5
2961	pub.1134472917	s_felix	University of Greifswald	Greifswald	Germany	grid.5603.0
2962	pub.1134472917	p_abel	University of Greifswald	Greifswald	Germany	grid.5603.0
2963	pub.1134472917	s_baldus	University Hospital Cologne	Cologne	Germany	grid.411097.a
2964	pub.1134472917	u_laufs	University Hospital Leipzig	Leipzig	Germany	grid.411339.d
2965	pub.1134472917	k_lenk	University Hospital Leipzig	Leipzig	Germany	grid.411339.d
2966	pub.1134472917	u_landmesser	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
2967	pub.1134472917	c_skurk	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
2968	pub.1134472917	b_pieske	German Centre for Cardiovascular Research	Berlin	Germany	grid.452396.f
2969	pub.1134472917	c_tschoepe	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
2970	pub.1134472917	t_wengenmayer	University of Freiburg	Freiburg	Germany	grid.5963.9
2971	pub.1134472917	m_preusch	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
2972	pub.1134472917	c_jung	Düsseldorf University Hospital	Düsseldorf	Germany	grid.14778.3d
2973	pub.1134472917	m_kelm	Düsseldorf University Hospital	Düsseldorf	Germany	grid.14778.3d
2974	pub.1134472917	p_clemmensen	University Medical Center Hamburg-Eppendorf	Hamburg	Germany	grid.13648.38
2975	pub.1134472917	d_westermann	University Medical Center Hamburg-Eppendorf	Hamburg	Germany	grid.13648.38
2976	pub.1134472917	t_seidler	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2977	pub.1134472917	t_rassaf	Essen University Hospital	Essen	Germany	grid.410718.b
2978	pub.1134472917	a_mahabadi	Essen University Hospital	Essen	Germany	grid.410718.b
2979	pub.1134472917	m_vasa-nicotera	University Hospital Frankfurt	Frankfurt am Main	Germany	grid.411088.4
2980	pub.1134472917	m_seyfarth	Witten/Herdecke University	Witten	Germany	grid.412581.b
2981	pub.1134472917	r_muellenbach	University of Kassel	Kassel	Germany	grid.5155.4
2982	pub.1134472917	a_bufe	Witten/Herdecke University	Witten	Germany	grid.412581.b
2983	pub.1134472917	s_baumanns	Kliniken Maria Hilf	Mönchengladbach	Germany	grid.500048.9
2984	pub.1134472917	a_oener	University Hospital in Halle	Halle	Germany	grid.461820.9
2985	pub.1134472917	a_linke	University Hospital Carl Gustav Carus	Dresden	Germany	grid.412282.f
2986	pub.1134472917	d_sedding	University Hospital in Halle	Halle	Germany	grid.461820.9
2987	pub.1134472917	m_ferrari	Helios Dr. Horst Schmidt Kliniken Wiesbaden	Wiesbaden	Germany	grid.491861.3
2988	pub.1134472917	l_bruch	Unfallkrankenhaus Berlin	Berlin	Germany	grid.460088.2
2989	pub.1134472917	s_john	Nuremberg Hospital	Nuremberg	Germany	grid.419835.2
2990	pub.1134472917	h_moellmann	St.-Johannes-Hospital Dortmund	Dortmund	Germany	grid.459950.4
2991	pub.1134472917	j_franz	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
2992	pub.1134472917	h_lapp	Zentralklinik Bad Berka	Bad Berka	Germany	grid.470036.6
2993	pub.1134472917	p_lauten	Zentralklinik Bad Berka	Bad Berka	Germany	grid.470036.6
2994	pub.1134472917	m_noc	Ljubljana University Medical Centre	Ljubljana	Slovenia	grid.29524.38
2995	pub.1134472917	t_goslar	Ljubljana University Medical Centre	Ljubljana	Slovenia	grid.29524.38
2996	pub.1134472917	i_oerlecke	Leipzig Heart Institute	Leipzig	Germany	grid.491961.2
2997	pub.1134472917	t_ouarrak	Stiftung Institut für Herzinfarktforschung	Ludwigshafen am Rhein	Germany	grid.488379.9
2998	pub.1134472917	s_schneider	Stiftung Institut für Herzinfarktforschung	Ludwigshafen am Rhein	Germany	grid.488379.9
2999	pub.1134472917	s_desch	Leipzig University	Leipzig	Germany	grid.9647.c
3000	pub.1134472917	u_zeymer	Stiftung Institut für Herzinfarktforschung	Ludwigshafen am Rhein	Germany	grid.488379.9
3001	pub.1134492102	g_kokic	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
3002	pub.1134492102	h_hillen	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
3003	pub.1134492102	d_tegunov	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
3004	pub.1134492102	c_dienemann	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
3005	pub.1134492102	f_seitz	University of Würzburg	Wurzburg	Germany	grid.8379.5
3006	pub.1134492102	j_schmitzova	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
3007	pub.1134492102	l_farnung	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
3008	pub.1134492102	a_siewert	University of Würzburg	Wurzburg	Germany	grid.8379.5
3009	pub.1134492102	c_hoebartner	University of Würzburg	Wurzburg	Germany	grid.8379.5
3010	pub.1134492102	p_cramer	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
3011	pub.1134522261	m_busana	University of Göttingen	Göttingen	Germany	grid.7450.6
3012	pub.1134522261	l_giosa	University of Turin	Turin	Italy	grid.7605.4
3013	pub.1134522261	m_cressoni	University of Milano-Bicocca	Milan	Italy	grid.7563.7
3014	pub.1134522261	a_gasperetti	Luigi Sacco Hospital	Milan	Italy	grid.144767.7
3015	pub.1134522261	l_di girolamo	Policlinico San Donato	San Donato Milanese	Italy	grid.419557.b
3016	pub.1134522261	m_palumbo	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3017	pub.1134522261	f_romitti	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3018	pub.1134522261	s_gattarello	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3019	pub.1134522261	i_steinberg	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3020	pub.1134522261	p_herrmann	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3021	pub.1134522261	k_meissner	University of Göttingen	Göttingen	Germany	grid.7450.6
3022	pub.1134522261	m_quintel	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3023	pub.1134522261	l_gattinoni	University of Göttingen	Göttingen	Germany	grid.7450.6
3024	pub.1134556841	m_chitsazan	Beth Israel Deaconess Medical Center	Boston	United States	grid.239395.7
3025	pub.1134556841	a_amin	Iran University of Medical Sciences	Tehran	Iran	grid.411746.1
3026	pub.1134556841	n_ziaie	Babol University of Medical Sciences	Babol	Iran	grid.411495.c
3027	pub.1134556841	p_maleh	Babol University of Medical Sciences	Babol	Iran	grid.411495.c
3028	pub.1134556841	h_pouraliakbar	Iran University of Medical Sciences	Tehran	Iran	grid.411746.1
3029	pub.1134556841	s_von haehling	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3030	pub.1134589123	s_contreras	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3031	pub.1134589123	j_dehning	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3032	pub.1134589123	m_loidolt	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3033	pub.1134589123	j_zierenberg	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3034	pub.1134589123	f_spitzner	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3035	pub.1134589123	j_urrea-quintero	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3036	pub.1134589123	s_mohr	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3037	pub.1134589123	m_wilczek	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3038	pub.1134589123	m_wibral	University of Göttingen	Göttingen	Germany	grid.7450.6
3039	pub.1134589123	v_priesemann	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3040	pub.1134598220	d_hickey	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3041	pub.1134598220	a_vilfan	Jožef Stefan Institute	Ljubljana	Slovenia	grid.11375.31
3042	pub.1134598220	r_golestanian	University of Oxford	Oxford	United Kingdom	grid.4991.5
3043	pub.1134683682	p_runst	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3044	pub.1134683682	j_thomae	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3045	pub.1134683682	k_haverkamp	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3046	pub.1134683682	t_proeger	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3047	pub.1134703864	a_el wahed	University of Göttingen	Göttingen	Germany	grid.7450.6
3048	pub.1134703864	m_maier	University Hospital Leipzig	Leipzig	Germany	grid.411339.d
3049	pub.1134703864	c_pietsch	University Hospital Leipzig	Leipzig	Germany	grid.411339.d
3050	pub.1134703864	d_ruester	Leipzig University	Leipzig	Germany	grid.9647.c
3051	pub.1134703864	s_boehlken-fascher	University of Göttingen	Göttingen	Germany	grid.7450.6
3052	pub.1134703864	j_kissenkoetter	University of Göttingen	Göttingen	Germany	grid.7450.6
3053	pub.1134703864	m_faye	Institut Pasteur de Dakar	Dakar	Senegal	grid.418508.0
3054	pub.1134703864	m_shalaby	Cairo University	Giza	Egypt	grid.7776.1
3055	pub.1134703864	h_amer	Cairo University	Giza	Egypt	grid.7776.1
3056	pub.1134703864	m_elgamal	Cairo University	Giza	Egypt	grid.7776.1
3057	pub.1134703864	a_zaki	Ain Shams University	Cairo	Egypt	grid.7269.a
3058	pub.1134703864	g_ismail	Ain Shams University	Cairo	Egypt	grid.7269.a
3059	pub.1134703864	v_corman	German Center for Infection Research	Braunschweig	Germany	grid.452463.2
3060	pub.1134703864	o_landt	TIB Molbiol (Germany)	Berlin	Germany	grid.508234.8
3061	pub.1134703864	o_faye	Institut Pasteur de Dakar	Dakar	Senegal	grid.418508.0
3062	pub.1134703864	a_sall	Institut Pasteur de Dakar	Dakar	Senegal	grid.418508.0
3063	pub.1134703864	f_hufert	University of Potsdam	Potsdam	Germany	grid.11348.3f
3064	pub.1134703864	u_truyen	Leipzig University	Leipzig	Germany	grid.9647.c
3065	pub.1134703864	u_liebert	University Hospital Leipzig	Leipzig	Germany	grid.411339.d
3066	pub.1134705099	m_hoffmann	German Primate Center	Göttingen	Germany	grid.418215.b
3067	pub.1134705099	y_jin	University of Göttingen	Göttingen	Germany	grid.7450.6
3068	pub.1134705099	s_poehlmann	German Primate Center	Göttingen	Germany	grid.418215.b
3069	pub.1134710486	k_chong	University of Twente	Enschede	Netherlands	grid.6214.1
3070	pub.1134710486	c_ng	University of Twente	Enschede	Netherlands	grid.6214.1
3071	pub.1134710486	n_hori	University of Twente	Enschede	Netherlands	grid.6214.1
3072	pub.1134710486	r_yang	University of Twente	Enschede	Netherlands	grid.6214.1
3073	pub.1134710486	r_verzicco	Gran Sasso Science Institute	L’Aquila	Italy	grid.466750.6
3074	pub.1134710486	d_lohse	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3075	pub.1134712373	s_huelsmann	University of Göttingen	Göttingen	Germany	grid.7450.6
3076	pub.1134712373	s_khabbazzadeh	University of Göttingen	Göttingen	Germany	grid.7450.6
3077	pub.1134712373	k_meissner	University of Göttingen	Göttingen	Germany	grid.7450.6
3078	pub.1134712373	m_quintel	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3079	pub.1134714744	g_hasenfuss	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3080	pub.1134714744	e_maerker-hermann	Helios Dr. Horst Schmidt Kliniken Wiesbaden	Wiesbaden	Germany	grid.491861.3
3081	pub.1134714744	j_moessner	University Hospital Leipzig	Leipzig	Germany	grid.411339.d
3082	pub.1134714744	c_sieber	University of Erlangen-Nuremberg	Erlangen	Germany	grid.5330.5
3083	pub.1134735838	v_priesemann	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
3084	pub.1134735838	r_balling	University of Luxembourg	Luxembourg	Luxembourg	grid.16008.3f
3085	pub.1134735838	s_ciesek	Fraunhofer Institute for Molecular Biology and Applied Ecology	Schmallenberg	Germany	grid.418010.c
3086	pub.1134735838	t_czypionka	London School of Economics and Political Science	London	United Kingdom	grid.13063.37
3087	pub.1134735838	i_eckerle	University Hospital of Geneva	Geneva	Switzerland	grid.150338.c
3088	pub.1134735838	g_giordano	University of Trento	Trento	Italy	grid.11696.39
3089	pub.1134735838	c_hanson	London School of Hygiene & Tropical Medicine	London	United Kingdom	grid.8991.9
3090	pub.1134735838	z_hel	University of Alabama at Birmingham	Birmingham	United States	grid.265892.2
3091	pub.1134735838	p_hotulainen	Minerva Foundation	Helsinki	Finland	grid.452540.2
3092	pub.1134735838	p_klimek	Complexity Science Hub Vienna	Vienna	Austria	grid.484678.1
3093	pub.1134735838	a_nassehi	Ludwig-Maximilians-Universität München	Munich	Germany	grid.5252.0
3094	pub.1134735838	a_peichl	Ludwig-Maximilians-Universität München	Munich	Germany	grid.5252.0
3095	pub.1134735838	m_perc	University of Maribor	Maribor	Slovenia	grid.8647.d
3096	pub.1134735838	e_petelos	University of Crete	Rethymno	Greece	grid.8127.c
3097	pub.1134735838	b_prainsack	University of Vienna	Vienna	Austria	grid.10420.37
3098	pub.1134735838	e_szczurek	University of Warsaw	Warsaw	Poland	grid.12847.38
3099	pub.1134763422	c_stephani	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3100	pub.1134763422	p_herrmann	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3101	pub.1134763422	c_ritter	Hannover Medical School	Hanover	Germany	grid.10423.34
3102	pub.1134763422	j_lotz	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3103	pub.1134763422	l_saager	University of Michigan–Ann Arbor	Ann Arbor	United States	grid.214458.e
3104	pub.1134763422	k_meissner	University of Göttingen	Göttingen	Germany	grid.7450.6
3105	pub.1134763422	o_moerer	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3106	pub.1134763789	k_egervari	University Hospital of Geneva	Geneva	Switzerland	grid.150338.c
3107	pub.1134763789	c_thomas	University Hospital Münster	Münster	Germany	grid.16149.3b
3108	pub.1134763789	j_lobrinus	University Hospital of Geneva	Geneva	Switzerland	grid.150338.c
3109	pub.1134763789	t_kuhlmann	University Hospital Münster	Münster	Germany	grid.16149.3b
3110	pub.1134763789	w_brueck	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3111	pub.1134763789	j_crary	Icahn School of Medicine at Mount Sinai	New York	United States	grid.59734.3c
3112	pub.1134763789	c_stadelmann	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3113	pub.1134763789	w_paulus	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3114	pub.1134763789	d_merkler	University Hospital of Geneva	Geneva	Switzerland	grid.150338.c
3115	pub.1134768505	r_mathews	University of Göttingen	Göttingen	Germany	grid.7450.6
3116	pub.1134814798	a_krenz	University of Sussex	Brighton	United Kingdom	grid.12082.39
3117	pub.1134814798	h_strulik	University of Göttingen	Göttingen	Germany	grid.7450.6
3118	pub.1134850501	m_grade	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3119	pub.1134850501	m_ghadimi	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3120	pub.1134912700	j_ring	Technical University of Munich	Munich	Germany	grid.6936.a
3121	pub.1134912700	k_beyer	Technical University of Berlin	Berlin	Germany	grid.6734.6
3122	pub.1134912700	t_biedermann	Technical University of Munich	Munich	Germany	grid.6936.a
3123	pub.1134912700	a_bircher	University Hospital of Basel	Basel	Switzerland	grid.410567.1
3124	pub.1134912700	m_fischer	Alb Fils Kliniken	Göppingen	Germany	grid.459378.4
3125	pub.1134912700	t_fuchs	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
3126	pub.1134912700	a_heller	University of Augsburg	Augsburg	Germany	grid.7307.3
3127	pub.1134912700	f_hoffmann	Ludwig-Maximilians-Universität München	Munich	Germany	grid.5252.0
3128	pub.1134912700	i_huttegger	Universitätskliniken Salzburg	Salzburg	Austria	grid.413000.6
3129	pub.1134912700	t_jakob	University of Giessen	Giessen	Germany	grid.8664.c
3130	pub.1134912700	l_klimek	Zentrum für Rhinologie und Allergologie	Wiesbaden	Germany	grid.500035.3
3131	pub.1134912700	m_kopp	University Hospital of Bern	Bern	Switzerland	grid.411656.1
3132	pub.1134912700	c_kugler	Technical University of Munich	Munich	Germany	grid.6936.a
3133	pub.1134912700	l_lange	St. Marien-Hospital Bonn	Bonn	Germany	grid.500045.4
3134	pub.1134912700	o_pfaar	Philipp University of Marburg	Marburg	Germany	grid.10253.35
3135	pub.1134912700	e_rietschel	University Hospital Cologne	Cologne	Germany	grid.411097.a
3136	pub.1134912700	f_rueff	Ludwig-Maximilians-Universität München	Munich	Germany	grid.5252.0
3137	pub.1134912700	r_seifert	Hannover Medical School	Hanover	Germany	grid.10423.34
3138	pub.1134912700	r_treudler	University Hospital Leipzig	Leipzig	Germany	grid.411339.d
3139	pub.1134912700	c_vogelberg	University Hospital Carl Gustav Carus	Dresden	Germany	grid.412282.f
3140	pub.1134912700	t_werfel	Hannover Medical School	Hanover	Germany	grid.10423.34
3141	pub.1134912700	m_worm	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
3142	pub.1134912700	h_sitter	Philipp University of Marburg	Marburg	Germany	grid.10253.35
